customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
698,Male,0,0,0,35,1,0,No,Two year,0,Mailed check,19.25,677.9,0
699,Male,1,0,0,1,1,0,Fiber optic,Month-to-month,1,Electronic check,69.65,69.65,1
700,Female,0,0,0,22,1,0,Fiber optic,Month-to-month,1,Electronic check,89.05,1886.25,0
701,Female,1,0,0,18,1,0,DSL,Month-to-month,1,Credit card (automatic),49.85,865.75,0
702,Female,0,0,0,10,1,1,Fiber optic,Month-to-month,1,Electronic check,94.85,953.45,1
703,Male,0,0,0,64,1,1,Fiber optic,Two year,1,Bank transfer (automatic),104.4,6692.65,0
704,Female,1,1,0,53,1,1,Fiber optic,One year,1,Credit card (automatic),95.85,5016.25,0
705,Female,0,1,1,42,1,1,No,Two year,0,Electronic check,22.95,1014.25,0
706,Male,0,0,0,1,1,1,DSL,Month-to-month,0,Electronic check,54.35,54.35,1
707,Male,0,1,0,10,1,0,DSL,Month-to-month,1,Credit card (automatic),54.95,568.85,0
708,Male,0,1,0,23,1,1,Fiber optic,Month-to-month,0,Electronic check,84.25,1968.1,0
709,Female,0,0,0,42,1,0,No,Two year,1,Bank transfer (automatic),20.75,844.45,0
710,Male,0,0,0,7,1,0,No,One year,0,Mailed check,19.5,128.6,0
711,Male,0,0,0,40,1,0,DSL,Month-to-month,1,Electronic check,51.1,2092.9,0
712,Female,0,0,0,2,1,0,Fiber optic,Month-to-month,1,Electronic check,75.8,160.75,1
713,Male,0,1,0,23,1,0,No,One year,0,Credit card (automatic),19.3,486.2,0
714,Female,0,1,1,14,1,1,DSL,Month-to-month,0,Credit card (automatic),80.45,1137.05,0
715,Male,0,1,0,28,1,0,Fiber optic,Month-to-month,0,Bank transfer (automatic),76.55,2065.4,0
716,Female,0,0,0,4,1,0,Fiber optic,Month-to-month,0,Electronic check,70.4,281,1
717,Female,0,0,0,47,1,1,Fiber optic,Month-to-month,1,Electronic check,106.35,4849.1,0
718,Male,0,0,0,1,1,0,DSL,Month-to-month,1,Bank transfer (automatic),43.85,43.85,0
719,Female,0,0,0,31,1,0,DSL,Two year,0,Mailed check,79.2,2497.2,0
720,Female,1,0,0,40,1,1,Fiber optic,One year,1,Credit card (automatic),103.75,4188.4,0
721,Female,1,0,0,65,1,1,Fiber optic,Month-to-month,1,Bank transfer (automatic),95.45,6223.3,0
722,Female,0,0,0,46,1,0,No,Two year,1,Electronic check,21.1,937.1,0
723,Male,0,0,0,25,1,0,Fiber optic,Month-to-month,0,Mailed check,70.95,1767.35,1
724,Female,0,1,1,53,1,0,DSL,One year,0,Credit card (automatic),60.6,3297,0
725,Female,0,0,0,1,0,0,DSL,Month-to-month,1,Mailed check,24.9,24.9,0
726,Female,0,1,0,48,0,0,DSL,One year,0,Mailed check,34.7,1604.5,1
727,Female,0,1,0,61,1,1,Fiber optic,One year,0,Bank transfer (automatic),101.15,6383.9,0
728,Female,1,0,0,52,1,1,Fiber optic,Month-to-month,0,Credit card (automatic),108.1,5839.3,0
729,Female,0,1,0,26,1,0,Fiber optic,Month-to-month,0,Credit card (automatic),85.9,2196.45,0
730,Female,0,1,1,14,1,1,Fiber optic,Month-to-month,1,Bank transfer (automatic),90.9,1259,1
731,Female,0,0,0,1,1,0,No,Month-to-month,0,Credit card (automatic),19.55,19.55,0
732,Male,0,1,0,70,1,1,No,Two year,0,Bank transfer (automatic),24.25,1724.15,0
733,Male,0,1,1,9,0,0,DSL,Month-to-month,1,Electronic check,29.95,248.95,1
734,Male,0,1,1,72,1,1,DSL,Two year,0,Bank transfer (automatic),55.3,3983.6,0
735,Female,0,0,0,1,1,0,Fiber optic,Month-to-month,1,Electronic check,70.85,70.85,1
736,Male,0,0,0,24,1,0,Fiber optic,Month-to-month,1,Electronic check,85.95,2107.15,0
737,Male,0,0,0,5,1,0,Fiber optic,Month-to-month,1,Electronic check,96.1,453.4,1
738,Female,1,1,1,48,1,0,Fiber optic,Month-to-month,1,Electronic check,104.5,5068.05,0
739,Male,0,0,0,1,1,0,No,Month-to-month,0,Mailed check,19.95,19.95,0
740,Female,0,0,0,2,1,1,Fiber optic,Month-to-month,1,Electronic check,95.15,196.9,1
741,Female,0,1,1,41,1,1,DSL,One year,1,Credit card (automatic),78.35,3211.2,0
742,Female,0,1,1,58,1,0,No,Two year,0,Credit card (automatic),20.5,1191.4,0
743,Male,1,0,0,3,1,1,Fiber optic,Month-to-month,1,Electronic check,105,294.45,1
744,Female,0,1,1,64,0,0,DSL,Two year,1,Electronic check,54.6,3423.5,0
745,Male,0,0,0,40,1,1,No,Two year,1,Mailed check,24.6,973.95,0
746,Male,0,1,0,70,1,1,Fiber optic,Two year,1,Credit card (automatic),99.35,6944.5,0
747,Male,0,1,0,37,1,1,Fiber optic,Two year,0,Mailed check,94.3,3460.95,0
748,Male,0,0,0,1,1,0,No,Month-to-month,0,Mailed check,20.6,20.6,0
749,Male,0,0,1,45,1,1,Fiber optic,Two year,0,Bank transfer (automatic),99.7,4634.35,0
750,Male,0,1,0,3,0,0,DSL,Month-to-month,0,Mailed check,35.1,101.1,0
751,Male,0,0,0,1,1,0,DSL,Month-to-month,1,Mailed check,44.15,44.15,1
752,Male,0,1,1,19,1,0,DSL,One year,1,Bank transfer (automatic),48.95,955.6,0
753,Female,0,0,1,63,1,0,No,Two year,0,Credit card (automatic),19.5,1215.1,0
754,Male,0,1,0,5,1,0,Fiber optic,Month-to-month,1,Electronic check,94.45,498.1,1
755,Male,0,0,0,1,1,0,No,Month-to-month,0,Mailed check,20.8,20.8,0
756,Male,0,1,0,42,1,0,No,Two year,0,Electronic check,20.25,835.5,0
757,Male,0,0,0,2,1,0,Fiber optic,Month-to-month,0,Electronic check,100.2,198.5,0
758,Male,0,0,0,4,1,0,DSL,Month-to-month,1,Electronic check,45.9,199.75,0
759,Male,0,0,0,67,1,1,DSL,One year,1,Bank transfer (automatic),88.8,5903.15,0
760,Female,0,1,1,72,1,1,Fiber optic,Two year,1,Bank transfer (automatic),113.1,8248.5,0
761,Male,0,0,0,71,1,1,Fiber optic,Two year,1,Electronic check,108.05,7532.15,1
762,Male,0,0,0,5,1,0,Fiber optic,Month-to-month,0,Bank transfer (automatic),96.5,492.55,1
763,Female,1,0,0,16,1,0,DSL,Month-to-month,0,Electronic check,59.4,1023.9,1
764,Male,0,0,1,50,0,0,DSL,One year,1,Bank transfer (automatic),43.05,2208.05,0
765,Male,0,1,1,25,1,0,Fiber optic,Month-to-month,1,Electronic check,75.5,1901.05,0
766,Female,0,1,1,72,1,1,No,Two year,0,Credit card (automatic),24.25,1784.5,0
767,Male,0,0,0,25,1,0,No,Two year,1,Mailed check,20.75,499.4,0
768,Female,1,0,0,11,1,0,Fiber optic,Month-to-month,0,Bank transfer (automatic),89.7,1047.7,1
769,Male,0,1,1,63,1,0,No,Two year,0,Mailed check,19.55,1245.6,0
770,Male,0,0,0,64,1,1,DSL,One year,0,Electronic check,81.25,5567.55,0
771,Male,1,0,0,65,1,0,Fiber optic,Month-to-month,1,Bank transfer (automatic),99.1,6496.15,0
772,Female,0,1,1,64,1,1,Fiber optic,One year,1,Bank transfer (automatic),104.4,6721.6,0
773,Male,0,1,1,7,0,0,DSL,Two year,0,Credit card (automatic),49.65,305.55,0
774,Female,0,0,0,7,1,0,Fiber optic,One year,1,Mailed check,94.05,633.45,0
775,Male,0,0,0,20,1,0,Fiber optic,Month-to-month,0,Electronic check,78.8,1641.3,0
776,Female,1,1,0,12,1,1,Fiber optic,Month-to-month,1,Electronic check,98.1,1060.2,1
777,Male,0,1,0,24,1,1,Fiber optic,Month-to-month,1,Electronic check,101.05,2391.8,1
778,Male,1,0,0,71,1,1,Fiber optic,Two year,1,Electronic check,106.8,7623.2,0
779,Female,0,0,1,46,1,1,Fiber optic,Month-to-month,1,Bank transfer (automatic),84.8,3958.85,0
780,Male,1,1,1,68,1,0,No,One year,0,Bank transfer (automatic),19.5,1193.55,0
781,Female,0,0,0,2,1,0,No,Month-to-month,0,Mailed check,20.35,45.3,0
782,Male,0,0,0,14,1,0,No,Month-to-month,0,Credit card (automatic),19.6,300.4,0
783,Male,0,1,1,53,1,1,DSL,One year,1,Mailed check,78.75,3942.45,0
784,Male,0,0,0,1,1,1,Fiber optic,Month-to-month,1,Electronic check,81.7,81.7,1
785,Female,0,0,0,39,1,1,Fiber optic,Month-to-month,1,Electronic check,103.45,3994.45,1
786,Male,0,1,0,66,1,1,DSL,Month-to-month,0,Electronic check,63.85,4264.6,0
787,Male,0,0,0,1,1,0,DSL,Month-to-month,1,Mailed check,53.5,53.5,1
788,Female,0,0,0,25,1,0,Fiber optic,Month-to-month,1,Bank transfer (automatic),79.85,2015.35,1
789,Female,0,1,0,43,1,0,DSL,Two year,1,Electronic check,78.8,3460.3,0
790,Female,0,1,0,57,1,0,DSL,Two year,1,Credit card (automatic),70.35,4124.65,0
791,Female,1,0,0,2,1,0,Fiber optic,Month-to-month,0,Mailed check,81.5,162.55,0
792,Female,0,0,0,70,0,0,DSL,Two year,1,Bank transfer (automatic),44.6,3058.15,0
793,Female,1,0,0,26,1,0,Fiber optic,Month-to-month,1,Credit card (automatic),85.8,2193.65,0
794,Female,0,0,0,12,0,0,DSL,One year,0,Electronic check,60.65,743.3,0
795,Male,0,0,0,8,1,0,Fiber optic,Month-to-month,0,Bank transfer (automatic),70.7,553.4,0
796,Male,1,1,0,72,1,1,DSL,Two year,1,Credit card (automatic),84.1,5981.65,0
797,Male,0,0,0,10,1,0,Fiber optic,Month-to-month,1,Electronic check,110.1,1043.3,1
798,Female,0,0,0,18,1,1,Fiber optic,Month-to-month,1,Credit card (automatic),90,1527.35,1
799,Male,0,1,0,69,1,0,No,Two year,0,Mailed check,19.9,1363.45,0
800,Female,0,0,0,12,1,0,Fiber optic,One year,0,Mailed check,95.5,1115.15,1
801,Female,0,1,1,1,1,0,No,Month-to-month,0,Mailed check,20.55,20.55,1
802,Female,0,0,0,13,0,0,DSL,Month-to-month,0,Electronic check,49.15,649.4,0
803,Male,1,1,0,35,1,1,Fiber optic,Month-to-month,1,Electronic check,100.8,3437.5,0
804,Female,0,0,0,1,1,0,Fiber optic,Month-to-month,1,Electronic check,95.85,95.85,0
805,Male,0,1,1,20,1,0,Fiber optic,Month-to-month,1,Electronic check,90.2,1776.55,1
806,Female,0,1,0,25,1,1,DSL,Month-to-month,0,Electronic check,54.1,1373,0
807,Male,0,0,0,43,1,0,Fiber optic,Month-to-month,1,Electronic check,75.2,3198.6,1
808,Male,0,0,1,66,1,0,No,Two year,0,Mailed check,20.55,1357.1,0
809,Male,0,1,1,2,1,0,No,Month-to-month,0,Mailed check,20.3,40.25,0
810,Female,0,0,0,1,1,0,Fiber optic,Month-to-month,1,Electronic check,85.45,85.45,1
811,Female,0,1,0,12,0,0,DSL,Month-to-month,1,Bank transfer (automatic),49.85,617.15,0
812,Male,1,0,0,1,1,0,Fiber optic,Month-to-month,1,Electronic check,71.65,71.65,1
813,Male,0,1,1,32,1,1,Fiber optic,Month-to-month,1,Credit card (automatic),99.55,3204.65,1
814,Male,0,1,1,47,1,1,Fiber optic,One year,1,Bank transfer (automatic),113.45,5317.8,0
815,Male,0,1,1,6,1,0,Fiber optic,Month-to-month,1,Electronic check,69.8,377.85,0
816,Female,0,0,0,10,0,0,DSL,Two year,1,Mailed check,29.6,299.05,0
817,Female,0,0,0,70,1,1,DSL,Two year,0,Credit card (automatic),89.75,6367.2,0
818,Female,0,1,1,34,0,0,DSL,One year,0,Mailed check,61.25,1993.2,0
819,Male,0,1,0,72,1,1,Fiber optic,Two year,1,Credit card (automatic),110.6,7962.2,0
820,Female,0,0,0,50,1,1,Fiber optic,Two year,1,Electronic check,109.65,5551.15,1
821,Male,0,1,1,63,1,1,DSL,Two year,1,Credit card (automatic),89.4,5597.65,0
822,Female,0,1,0,20,1,0,No,One year,0,Mailed check,20.35,393.15,0
823,Male,0,0,1,9,1,0,DSL,Month-to-month,1,Electronic check,50.1,484.05,0
824,Male,0,1,0,67,1,1,No,Two year,0,Credit card (automatic),24.85,1583.5,0
825,Female,0,0,0,38,1,0,No,One year,0,Mailed check,20.05,678.2,0
826,Female,1,0,0,15,1,0,Fiber optic,Month-to-month,1,Electronic check,91.5,1400.3,0
827,Male,0,0,0,1,0,0,DSL,Month-to-month,0,Mailed check,29.7,29.7,1
828,Female,0,1,1,68,1,0,No,Two year,1,Bank transfer (automatic),19.35,1292.65,0
829,Male,0,0,0,1,1,0,DSL,Month-to-month,1,Mailed check,45.85,45.85,1
830,Male,1,1,0,3,1,1,Fiber optic,Month-to-month,1,Electronic check,94.6,279.55,1
831,Female,0,0,0,7,1,0,No,Month-to-month,0,Mailed check,20.35,150.6,0
832,Female,1,0,0,56,1,1,Fiber optic,One year,1,Electronic check,111.95,6418.9,1
833,Female,1,0,0,16,1,1,Fiber optic,Month-to-month,1,Electronic check,96.15,1529.2,1
834,Female,1,0,0,1,1,0,DSL,Month-to-month,1,Electronic check,55.8,55.8,1
835,Male,0,0,0,66,1,0,Fiber optic,Month-to-month,0,Electronic check,99.5,6710.5,1
836,Female,1,1,0,40,0,0,DSL,Month-to-month,1,Electronic check,39.3,1637.4,1
837,Female,0,0,0,62,1,1,DSL,Two year,0,Bank transfer (automatic),84.5,5193.2,0
838,Male,1,0,0,41,1,1,Fiber optic,Month-to-month,1,Electronic check,98.4,4187.75,1
839,Female,0,1,1,35,1,1,No,Month-to-month,1,Electronic check,25.75,882.55,0
840,Female,0,0,0,1,1,0,Fiber optic,Month-to-month,0,Electronic check,75.3,75.3,1
841,Female,0,1,1,67,1,1,DSL,Two year,0,Credit card (automatic),74,4868.4,0
842,Male,0,1,0,66,0,0,DSL,Two year,1,Bank transfer (automatic),56.6,3789.2,0
843,Female,0,0,0,1,1,0,DSL,Month-to-month,1,Mailed check,50.45,50.45,1
844,Female,0,1,1,13,1,0,DSL,Month-to-month,0,Electronic check,55.95,734.35,1
845,Male,0,0,0,52,1,1,Fiber optic,Month-to-month,1,Electronic check,103.05,5364.8,0
846,Female,0,0,0,7,1,0,DSL,Month-to-month,1,Electronic check,78.5,571.05,0
847,Female,0,1,0,1,0,0,DSL,Month-to-month,1,Electronic check,29.85,29.85,0
848,Female,1,1,1,4,1,0,DSL,Month-to-month,0,Electronic check,46,181.6,1
849,Female,1,0,0,13,1,0,Fiber optic,Month-to-month,1,Electronic check,74.3,940.35,1
850,Female,1,1,0,3,0,0,DSL,Month-to-month,1,Electronic check,30.75,82.85,0
851,Male,0,0,0,69,1,1,DSL,One year,1,Credit card (automatic),78.6,5356.45,1
852,Male,0,1,0,13,1,1,Fiber optic,Month-to-month,1,Credit card (automatic),102.25,1359,1
853,Male,0,0,0,1,1,0,No,Month-to-month,0,Mailed check,19.7,19.7,1
854,Female,0,1,1,1,1,0,No,Month-to-month,1,Electronic check,21,21,1
855,Female,0,0,0,33,1,0,Fiber optic,Month-to-month,1,Bank transfer (automatic),70.4,2406.1,0
856,Female,0,0,1,34,1,1,Fiber optic,Two year,1,Credit card (automatic),116.15,3946.9,0
857,Male,0,0,0,22,1,1,Fiber optic,Month-to-month,1,Mailed check,78.85,1600.25,0
858,Female,0,1,1,27,1,0,No,Two year,0,Mailed check,19.9,550.1,0
859,Male,0,0,1,13,1,0,DSL,Month-to-month,0,Mailed check,44,659.35,0
860,Male,1,0,0,14,1,0,Fiber optic,Month-to-month,0,Credit card (automatic),90.45,1266.1,1
861,Male,0,0,0,5,1,0,DSL,Month-to-month,1,Electronic check,51.35,262.3,0
862,Female,0,1,1,48,1,0,No,Two year,0,Bank transfer (automatic),20.2,1027.25,0
863,Male,0,1,0,46,0,0,DSL,Two year,0,Credit card (automatic),40.4,1842.7,0
864,Male,0,0,0,1,1,0,Fiber optic,Month-to-month,1,Electronic check,70.3,70.3,1
865,Male,0,0,0,33,1,0,No,Two year,0,Mailed check,20.35,689.75,0
866,Female,0,1,1,63,1,1,Fiber optic,Month-to-month,1,Electronic check,100.55,6215.35,1
867,Male,0,0,0,3,1,1,Fiber optic,Month-to-month,1,Electronic check,74.4,229.55,1
868,Female,0,0,0,33,1,1,DSL,One year,0,Electronic check,59.4,1952.8,0
869,Male,0,0,0,1,1,0,No,Month-to-month,0,Electronic check,20.55,20.55,1
870,Male,0,1,0,52,1,0,Fiber optic,Two year,1,Electronic check,106.3,5487,0
871,Female,0,0,0,7,1,1,DSL,Month-to-month,1,Electronic check,74.65,521.1,1
872,Female,0,0,0,1,0,0,DSL,Month-to-month,1,Mailed check,25.15,25.15,0
873,Female,0,1,0,72,1,1,Fiber optic,Two year,0,Credit card (automatic),112.1,7965.95,0
874,Female,0,1,1,72,0,0,DSL,Two year,1,Bank transfer (automatic),63.8,4684.3,0
875,Male,0,1,1,70,1,1,DSL,Two year,1,Credit card (automatic),85.95,5931.75,0
876,Female,1,1,0,56,1,1,Fiber optic,One year,0,Electronic check,95.65,5471.75,0
877,Male,0,0,0,17,1,0,Fiber optic,Month-to-month,1,Electronic check,70.8,1207,0
878,Female,0,0,0,15,1,0,Fiber optic,Month-to-month,1,Electronic check,101.25,1457.25,1
879,Female,0,1,0,54,1,1,DSL,One year,1,Credit card (automatic),70.15,3715.65,1
880,Female,1,1,1,72,1,1,DSL,Two year,0,Credit card (automatic),92.45,6440.25,1
881,Female,0,1,0,60,1,1,Fiber optic,Month-to-month,1,Electronic check,106.15,6411.25,0
882,Male,0,0,0,33,1,1,Fiber optic,One year,0,Bank transfer (automatic),80.1,2603.3,0
883,Male,0,0,0,12,1,1,Fiber optic,Month-to-month,1,Electronic check,96.05,1148.1,1
884,Male,0,1,0,20,1,0,No,One year,0,Mailed check,20.65,417.5,0
885,Male,0,1,1,68,1,1,No,Two year,0,Bank transfer (automatic),25.4,1620.2,0
886,Male,0,0,0,1,1,0,No,Month-to-month,1,Mailed check,19.3,19.3,1
887,Male,0,0,0,20,1,1,DSL,Month-to-month,0,Bank transfer (automatic),59.2,1191.2,0
888,Male,0,0,0,3,0,0,DSL,Month-to-month,1,Electronic check,29.6,79.45,1
889,Female,0,0,0,21,1,1,Fiber optic,Month-to-month,1,Electronic check,97.35,2119.5,1
890,Male,0,1,0,38,1,1,DSL,One year,0,Credit card (automatic),69,2669.45,0
891,Male,0,1,0,4,1,0,Fiber optic,Month-to-month,0,Electronic check,70.5,294.2,0
892,Male,0,0,0,3,1,1,Fiber optic,Month-to-month,0,Mailed check,107.95,313.6,0
893,Male,0,1,0,67,1,1,DSL,Two year,0,Credit card (automatic),70.9,4677.1,0
894,Female,0,1,0,72,1,1,Fiber optic,Two year,0,Bank transfer (automatic),80.45,5737.6,0
895,Female,0,0,0,9,1,0,No,Month-to-month,0,Bank transfer (automatic),20.15,238.15,0
896,Male,0,1,0,61,1,0,DSL,Two year,1,Mailed check,81.05,4747.65,0
897,Male,0,0,0,27,1,0,No,One year,0,Bank transfer (automatic),20.1,562.6,0
898,Male,0,0,0,9,1,0,Fiber optic,Month-to-month,1,Electronic check,70.5,597.9,0
899,Male,0,0,0,10,1,0,Fiber optic,Month-to-month,1,Credit card (automatic),95.1,865.1,0
900,Male,1,1,0,1,1,1,Fiber optic,Month-to-month,1,Electronic check,74.4,74.4,1
901,Female,0,0,0,38,1,0,No,One year,0,Mailed check,19.3,755.5,0
902,Female,0,0,0,2,1,0,Fiber optic,Month-to-month,1,Mailed check,79.65,152.7,1
903,Female,1,1,0,60,1,1,Fiber optic,Two year,1,Bank transfer (automatic),116.05,6925.9,0
904,Female,0,1,0,4,0,0,DSL,Month-to-month,1,Electronic check,29.05,129.6,0
905,Female,0,1,0,23,1,0,DSL,One year,0,Bank transfer (automatic),60,1347.15,0
906,Female,0,1,1,34,1,1,Fiber optic,Month-to-month,0,Electronic check,87.45,2874.15,1
907,Male,0,1,1,71,1,1,DSL,Two year,0,Bank transfer (automatic),86.85,6263.8,0
908,Male,0,0,0,1,1,1,Fiber optic,Month-to-month,1,Mailed check,74.25,74.25,1
909,Male,0,0,0,1,1,0,No,Month-to-month,0,Mailed check,20.3,20.3,0
910,Male,0,0,0,1,1,0,No,Month-to-month,1,Mailed check,20.1,20.1,1
911,Male,1,0,0,57,1,1,DSL,Two year,1,Bank transfer (automatic),79.75,4438.2,0
912,Female,0,1,0,8,1,0,Fiber optic,Month-to-month,0,Electronic check,101.15,842.9,1
913,Male,0,0,0,52,1,0,Fiber optic,Month-to-month,1,Credit card (automatic),83.8,4331.4,0
914,Female,1,1,1,32,1,1,Fiber optic,Month-to-month,1,Electronic check,100.4,3217.65,0
915,Male,0,0,0,31,1,0,No,Two year,0,Mailed check,20.45,638.55,0
916,Female,0,1,1,1,1,0,No,Month-to-month,0,Electronic check,19.25,19.25,0
917,Male,0,0,0,26,1,1,DSL,One year,0,Electronic check,61.55,1581.95,0
918,Male,0,1,0,63,1,0,DSL,One year,0,Credit card (automatic),70.8,4448.8,0
919,Male,0,1,0,5,1,1,Fiber optic,Month-to-month,1,Electronic check,89.15,413.25,0
920,Male,1,1,0,40,1,0,DSL,One year,0,Electronic check,55.8,2283.3,0
921,Male,0,1,0,55,1,0,DSL,Two year,0,Electronic check,58.6,3068.6,0
922,Female,0,0,0,22,1,0,DSL,Month-to-month,1,Credit card (automatic),48.8,1054.6,1
923,Female,0,0,0,1,1,0,DSL,Month-to-month,0,Electronic check,49.5,49.5,0
924,Male,1,0,0,3,0,0,DSL,Month-to-month,1,Electronic check,41.15,132.2,1
925,Male,0,0,0,1,1,0,Fiber optic,Month-to-month,1,Electronic check,69.1,69.1,1
926,Female,0,1,0,67,1,1,Fiber optic,One year,1,Credit card (automatic),109.7,7344.45,0
927,Male,0,1,1,24,1,1,DSL,Month-to-month,0,Electronic check,54.75,1338.15,1
928,Female,0,0,0,63,1,1,Fiber optic,Month-to-month,1,Credit card (automatic),109.85,7002.95,0
929,Male,0,0,0,25,1,0,Fiber optic,Month-to-month,0,Electronic check,69.75,1729.35,0
930,Male,0,1,0,5,1,1,Fiber optic,Month-to-month,1,Electronic check,81.3,416.3,1
931,Female,0,1,0,68,0,0,DSL,One year,1,Electronic check,54.4,3723.65,0
932,Female,0,0,0,29,1,0,DSL,Month-to-month,1,Bank transfer (automatic),68.85,1970.5,1
933,Female,0,1,1,41,1,0,DSL,One year,1,Bank transfer (automatic),66.5,2728.6,1
934,Female,0,1,1,19,0,0,DSL,Month-to-month,1,Mailed check,24.85,434.8,0
935,Male,0,1,1,72,1,0,No,Two year,0,Bank transfer (automatic),19.95,1322.85,0
936,Female,0,1,1,38,1,0,No,Two year,1,Mailed check,19.95,756.4,0
937,Female,1,1,1,47,1,0,Fiber optic,Month-to-month,0,Bank transfer (automatic),70.55,3309.25,1
938,Female,0,1,1,58,1,0,No,Two year,0,Credit card (automatic),19.55,1079.65,0
939,Male,0,0,0,14,1,1,No,One year,1,Credit card (automatic),24.8,321.7,0
940,Female,0,1,1,67,1,1,Fiber optic,One year,1,Electronic check,109.4,7281.6,0
941,Female,0,1,1,70,1,1,Fiber optic,Two year,1,Electronic check,110.2,7689.8,0
942,Male,0,0,0,7,1,1,Fiber optic,Month-to-month,1,Mailed check,85.2,602.55,1
943,Male,0,0,0,12,1,0,DSL,Month-to-month,0,Mailed check,56.65,654.85,1
944,Female,0,0,0,10,1,1,Fiber optic,Month-to-month,1,Electronic check,74.75,799.65,1
945,Male,0,0,0,9,1,0,Fiber optic,Month-to-month,1,Electronic check,73.8,704.3,0
946,Male,0,0,0,20,1,1,DSL,One year,1,Electronic check,68.7,1416.2,0
947,Male,0,0,0,11,1,0,No,One year,0,Mailed check,19.5,226.8,0
948,Female,0,1,1,6,1,0,DSL,Month-to-month,0,Electronic check,54.85,355.1,0
949,Male,0,0,0,1,1,0,DSL,Month-to-month,1,Electronic check,42.9,42.9,1
950,Female,0,0,0,1,1,0,No,Month-to-month,0,Electronic check,20.7,20.7,0
951,Male,0,0,0,3,1,1,Fiber optic,Month-to-month,1,Electronic check,100.95,329.95,1
952,Female,0,0,0,1,1,1,Fiber optic,Month-to-month,0,Mailed check,85.8,85.8,1
953,Male,0,0,0,25,1,0,No,One year,1,Bank transfer (automatic),19.5,516.3,0
954,Male,0,0,0,28,1,1,Fiber optic,Month-to-month,1,Credit card (automatic),94.5,2659.4,1
955,Female,1,0,0,66,1,1,DSL,One year,1,Credit card (automatic),63.85,4174.35,0
956,Female,0,0,0,66,1,1,Fiber optic,Month-to-month,1,Bank transfer (automatic),103.1,6595,0
957,Female,0,1,1,23,1,1,DSL,Month-to-month,1,Credit card (automatic),69.5,1652.1,0
958,Male,0,1,1,72,1,1,No,Two year,0,Bank transfer (automatic),25,1738.9,0
959,Male,0,0,0,30,1,0,Fiber optic,One year,1,Bank transfer (automatic),97,3021.3,0
960,Female,0,1,1,9,1,0,No,Two year,0,Mailed check,19.75,210.65,0
961,Female,0,1,1,66,1,1,DSL,Month-to-month,1,Bank transfer (automatic),67.45,4508.65,0
962,Female,0,1,1,7,0,0,DSL,Month-to-month,1,Electronic check,24.7,149.05,0
963,Male,0,1,1,7,1,0,No,One year,0,Mailed check,20.65,150,0
964,Female,0,0,0,9,1,0,Fiber optic,Month-to-month,1,Bank transfer (automatic),90.8,809.75,1
965,Female,0,0,1,1,1,0,DSL,Month-to-month,1,Electronic check,60,60,1
966,Male,0,0,0,29,1,1,DSL,One year,0,Credit card (automatic),70.9,1964.6,0
967,Male,1,1,0,53,1,1,DSL,One year,1,Electronic check,60.05,3229.65,1
968,Female,0,1,0,59,1,1,DSL,One year,1,Electronic check,80.1,4693.2,0
969,Female,0,0,0,10,1,1,Fiber optic,Month-to-month,1,Electronic check,100.6,1060.2,1
970,Male,0,1,0,4,1,1,DSL,Month-to-month,0,Electronic check,65.6,250.1,0
971,Female,0,1,0,47,1,0,Fiber optic,Month-to-month,1,Electronic check,85.3,4045.65,1
972,Male,0,0,0,38,1,1,Fiber optic,One year,1,Electronic check,104.85,3887.25,0
973,Male,0,0,0,52,1,1,DSL,Two year,1,Credit card (automatic),79.75,4217.8,0
974,Male,1,1,0,24,0,0,DSL,Month-to-month,0,Bank transfer (automatic),39.1,971.3,1
975,Female,1,0,0,1,1,1,Fiber optic,Month-to-month,1,Mailed check,74.45,74.45,1
976,Male,0,0,0,51,1,1,No,One year,1,Bank transfer (automatic),24.6,1266.4,0
977,Female,0,1,1,72,1,1,Fiber optic,One year,1,Electronic check,104.15,7303.05,0
978,Male,0,0,0,21,1,0,No,Two year,0,Mailed check,19.6,390.4,0
979,Female,0,1,1,71,1,1,DSL,Two year,0,Mailed check,71.1,5224.95,0
980,Male,0,1,0,72,1,1,Fiber optic,Two year,1,Credit card (automatic),110.9,8240.85,0
981,Male,0,1,1,69,1,1,No,Two year,1,Bank transfer (automatic),26,1796.55,0
982,Male,0,1,0,71,1,1,Fiber optic,One year,1,Credit card (automatic),98.65,6962.85,0
983,Female,0,0,0,23,1,0,No,Month-to-month,1,Bank transfer (automatic),20.3,470.6,0
984,Female,0,1,1,72,1,0,No,Two year,1,Mailed check,20.7,1482.3,0
985,Female,0,1,0,70,1,1,DSL,Two year,1,Bank transfer (automatic),84.8,5917.55,0
986,Male,0,0,0,35,1,0,No,Two year,0,Bank transfer (automatic),21.45,705.45,0
987,Female,1,0,0,32,1,0,DSL,Month-to-month,0,Bank transfer (automatic),54.65,1830.1,0
988,Female,0,0,0,29,0,0,DSL,Month-to-month,1,Electronic check,30.6,856.35,1
989,Female,1,0,0,2,1,1,Fiber optic,Month-to-month,1,Electronic check,84.05,186.05,0
990,Female,0,0,0,1,1,0,Fiber optic,Month-to-month,1,Electronic check,82.3,82.3,1
